artist,song,duration_ms,year,popularity,loudness,speechiness,acousticness,instrumentalness,tempo,genre
Lucenzo,Danza Kuduro (feat. Don Omar),213986,2011,0,-6.365,0.112,0.00713,0,130.003,latin
Rihanna,Te Amo,208426,2009,67,-5.455,0.0818,0.541,0.000176,171.917,hip hop; pop; R&B
Timbaland,Carry Out (Featuring Justin Timberlake),232466,2009,69,-6.693,0.113,0.114,0.0308,115.68,hip hop; pop; R&B
DJ Fresh,Gold Dust - Radio Edit,192446,2010,63,-0.74,0.147,0.255,0,176.985,pop; Dance/Electronic
Edward Maya,Stereo Love - Radio Edit,184573,2010,66,-3.896,0.0322,0.0346,0.0186,127.041,pop
Taio Cruz,Break Your Heart,201546,2010,74,-4.217,0.0314,0.0327,0,122.01,hip hop; pop
Black Eyed Peas,Imma Be,257560,2009,61,-6.963,0.365,0.179,0,92.035,hip hop; pop
Sidney Samson,Riverside,320348,2009,47,-2.458,0.0445,0.00023,0.894,125.997,Dance/Electronic
Eminem,Not Afraid,248133,2010,79,-1.19,0.264,0.529,0,114.635,hip hop
Lady Gaga,Alejandro,274213,2009,67,-6.63,0.0462,0.000397,0.0015,98.998,pop
Rihanna,Rude Boy,222920,2009,74,-4.496,0.127,0.113,0,173.906,hip hop; pop; R&B
Ne-Yo,Beautiful Monster,251573,2010,57,-6.99,0.131,0.209,0.00000532,128.013,pop; R&B
3OH!3,Starstrukk,203093,2010,32,-6.086,0.0712,0.00153,0,139.896,hip hop; pop; rock
Black Eyed Peas,The Time (Dirty Bit),307640,2010,69,-7.798,0.0664,0.0662,0.00000277,127.979,hip hop; pop
Kelly Rowland,Commander,218106,2011,59,-3.859,0.138,0.0173,0.00000846,124.638,hip hop; pop; R&B
Swedish House Mafia,One (Your Name) - Radio Edit,163246,2010,63,-6.572,0.0333,0.0132,0.0049,125.061,pop; Dance/Electronic
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,2011,68,-5.109,0.11,0.0324,0,73.987,hip hop; pop; R&B
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,2010,79,-3.398,0.109,0.0338,0,119.963,hip hop; pop; R&B
Iyaz,Replay,182306,2009,75,-6.323,0.0708,0.173,0,91.031,hip hop; pop
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,2010,76,-3.911,0.0327,0.0283,0,127.966,hip hop; pop
Sean Kingston,Eenie Meenie,201946,2010,74,-4.168,0.0322,0.0543,0,121.223,hip hop; pop; R&B
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,58,-6.366,0.0391,0.00544,0,131.497,hip hop; pop
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,2010,57,-4.188,0.0981,0.0613,0,91.881,hip hop; pop; Dance/Electronic
Bruno Mars,Talking to the Moon,217866,2010,76,-4.721,0.032,0.511,0,145.867,pop
Miley Cyrus,Can't Be Tamed,168213,2010,0,-2.919,0.144,0.0287,0,116.98,pop
Mike Posner,Cooler Than Me - Single Mix,213293,2010,75,-4.63,0.0474,0.179,0,129.965,hip hop; pop; Dance/Electronic
Lady Gaga,Telephone,220640,2009,69,-5.903,0.0404,0.00521,0.000817,122.014,pop
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,2010,1,-5.005,0.0464,0.0712,0.0812,124.996,Dance/Electronic
Rihanna,Hard,250600,2009,55,-3.599,0.111,0.0121,0,182.032,hip hop; pop; R&B
Tinie Tempah,Pass Out,268053,2010,53,-3.261,0.296,0.0281,0,91.1,hip hop; pop; Dance/Electronic
Adam Lambert,Whataya Want from Me,227320,2009,57,-4.706,0.0429,0.0055,0,185.934,pop
Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,2010,0,-5.283,0.161,0.0205,0,74.008,hip hop; pop; R&B
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,2009,68,-7.371,0.0393,0.00481,0,126.091,hip hop; pop; R&B
Enrique Iglesias,I Like It,231373,2010,63,-2.881,0.0878,0.021,0,129.007,pop; latin
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,2010,0,-2.552,0.0401,0.0868,0,126.026,pop; Dance/Electronic
Usher,OMG (feat. will.i.am),269493,2010,73,-5.81,0.0332,0.198,0.0000114,129.998,hip hop; pop; R&B
Maroon 5,Misery,216200,2010,67,-4.874,0.0424,0.000315,0,102.978,pop
Jay Sean,Down,212106,2009,3,-4.493,0.0321,0.0108,0,65.997,hip hop; pop; R&B
Rihanna,Man Down,267000,2010,68,-4.024,0.177,0.0436,0,155.788,hip hop; pop; R&B
3OH!3,My First Kiss (feat. Ke$ha),192440,2010,62,-4.166,0.0804,0.00564,0,138.021,hip hop; pop; rock
Justin Bieber,Baby,214240,2010,81,-5.237,0.137,0.0401,0,65.043,pop
Cali Swag District,Teach Me How to Dougie,237480,2011,66,-4.981,0.141,0.2,0.0000943,85.013,hip hop; pop
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,2010,54,-5.89,0.0674,0.00237,0.0000111,125.03,pop; Dance/Electronic
K'NAAN,Wavin' Flag,220520,2009,57,-6.416,0.0729,0.13,0,75.974,set()
Ludacris,How Low,201586,2010,63,-6.977,0.0533,0.00248,0.00000123,143.96,hip hop; pop
Kesha,Blah Blah Blah (feat. 3OH!3),172053,2010,61,-3.173,0.115,0.0843,0.000425,120.003,pop; Dance/Electronic
DJ Khaled,All I Do Is Win (feat. T-Pain; Ludacris; Snoop Dogg & Rick Ross),232506,2010,51,-3.616,0.189,0.014,0,150.1,hip hop; pop
Jason Derulo,In My Head,199026,2010,65,-4.15,0.033,0.0266,0,110.009,hip hop; pop
Aloe Blacc,I Need A Dollar,243053,2010,1,-7.116,0.0333,0.202,0,95.498,R&B
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,2010,74,-4.285,0.116,0.11,0,93.033,hip hop; pop
Ludacris,My Chick Bad,216933,2010,68,-6.782,0.378,0.172,0,84.789,hip hop; pop
Nelly,Just A Dream,237800,2010,73,-6.161,0.0305,0.0421,0,89.917,hip hop; pop; R&B
Rihanna,What's My Name?,263173,2010,66,-2.959,0.069,0.23,0,100.025,hip hop; pop; R&B
Shontelle,Impossible,226533,2010,35,-3.631,0.0343,0.385,0,90.034,pop; R&B
Take That,The Flood,289359,2010,57,-6.077,0.044,0.0378,0.00000143,100.631,pop
Trey Songz,Say Aah (feat. Fabolous),207546,2009,54,-3.614,0.113,0.00453,0,93.01,hip hop; pop; R&B
Jason Derulo,Whatcha Say,221253,2010,70,-5.507,0.0779,0.0444,0,144.036,hip hop; pop
Drake,Over,233560,2010,57,-5.611,0.279,0.0109,0,100.093,hip hop; pop; R&B
Example,Kickstarts,181826,2010,63,-4.455,0.0573,0.00374,0,126.056,pop; Dance/Electronic
Plan B,She Said,208853,2010,62,-5.85,0.141,0.301,0.00000303,147.007,Dance/Electronic
The Saturdays,Higher,207613,2010,61,-3.292,0.0341,0.049,0.00000681,117.011,pop; Dance/Electronic
Jay Sean,Do You Remember,210306,2009,2,-4.892,0.0644,0.0242,0,125.846,hip hop; pop; R&B
Usher,Hey Daddy (Daddy's Home),224093,2010,60,-4.262,0.0286,0.000176,0,95.975,hip hop; pop; R&B
Lil Wayne,Right Above It,271946,2010,68,-4.348,0.356,0.0435,0,76.052,hip hop; pop
The Wanted,All Time Low,205200,2010,18,-5.022,0.0563,0.352,0,134.036,pop; Dance/Electronic
Kesha,Your Love Is My Drug,187133,2010,69,-3.891,0.0982,0.00681,0,120.057,pop; Dance/Electronic
Ellie Goulding,Starry Eyed,176613,2010,54,-5.346,0.0389,0.135,0.0000142,149.967,pop; rock; Dance/Electronic
Drake,Find Your Love,208946,2010,56,-6.005,0.173,0.0209,0,96.033,hip hop; pop; R&B
Jason Derulo,Ridin' Solo,215746,2010,66,-4.02,0.146,0.128,0,89.338,hip hop; pop
Two Door Cinema Club,What You Know,189693,2010,0,-4.003,0.0407,0.000665,0.00000774,139.048,World/Traditional; rock; pop
JAY-Z,Young Forever,253906,2009,65,-3.214,0.0693,0.417,0,140.329,hip hop
Young Money,BedRock,288133,2009,71,-6.163,0.295,0.102,0,148.005,hip hop; pop
B.o.B,Nothin' on You (feat. Bruno Mars),268320,2010,74,-5.814,0.0493,0.386,0,103.993,hip hop; pop
Katy Perry,Teenage Dream,227741,2010,69,-4.582,0.0361,0.0162,0.00000234,120.011,pop
Scouting For Girls,This Ain't a Love Song,210680,2017,52,-4.157,0.0451,0.000431,0,176.667,pop; rock
Travie McCoy,Billionaire (feat. Bruno Mars),211160,2010,72,-6.403,0.258,0.297,0,86.776,hip hop; pop
Owl City,Fireflies,228346,2009,78,-6.797,0.0439,0.0275,0,180.114,rock; pop
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,2009,71,-7.784,0.0341,0.74,0.0000382,92.923,pop; R&B
Lady A,Need You Now,236440,2010,73,-4.433,0.0318,0.0298,0.000186,107.884,pop; country
Taylor Swift,Back To December,293026,2010,65,-4.663,0.0303,0.117,0,141.893,pop
Neon Trees,Animal,212306,2010,64,-5.576,0.0437,0.00034,0,147.99,rock; pop
Kris Allen,Live Like We're Dying,212506,2009,51,-2.948,0.0397,0.0273,0,92.011,pop
Matt Cardle,When We Collide,226000,2011,46,-5.521,0.0343,0.0198,0.00000526,81.986,pop
Robyn,Dancing On My Own,288670,2010,0,-4.663,0.0349,0.0743,0.225,117.015,pop; Dance/Electronic
The Band Perry,If I Die Young,222773,2010,64,-6.611,0.0277,0.348,0,130.739,country
B.o.B,Magic (feat. Rivers Cuomo),196133,2010,65,-4.11,0.343,0.0127,0,82.439,hip hop; pop
Adele,Rolling in the Deep,228093,2011,2,-5.114,0.0298,0.138,0,104.948,pop; R&B
Maroon 5,Moves Like Jagger - Studio Recording From "The Voice" Performance,201493,2010,77,-4.459,0.0475,0.0117,0,128.044,pop
LMFAO,Party Rock Anthem,262146,2011,73,-4.168,0.156,0.0206,0,130.014,hip hop; pop; Dance/Electronic
Katy Perry,Firework,227893,2010,72,-5.039,0.049,0.141,0,124.071,pop
Bruno Mars,Grenade,222091,2010,78,-7.273,0.0542,0.148,0,110.444,pop
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,2011,71,-3.428,0.0884,0.0434,0,128.024,hip hop; pop; latin
Alexandra Stan,Mr. Saxobeat,195105,2011,0,-4.152,0.0468,0.0218,0.000283,126.976,pop; Dance/Electronic
David Guetta,Who's That Chick? (feat. Rihanna),201040,2010,71,-4.733,0.116,0.00377,0,127.938,hip hop; pop; Dance/Electronic
Jennifer Lopez,On The Floor,284866,2011,79,-5.194,0.0496,0.105,0.000478,130,hip hop; pop; R&B
Rihanna,S&M,243533,2010,73,-5.02,0.042,0.0113,0.00016,127.975,hip hop; pop; R&B
Kesha,Blow,219973,2010,69,-3.862,0.0392,0.00334,0.0000566,120.013,pop; Dance/Electronic
Snoop Dogg,Sweat - Remix,195986,2011,68,-5.636,0.03,0.0597,0.00137,130.02,hip hop; pop
Taio Cruz,Higher,187626,2010,61,-5.069,0.0721,0.0048,0.000034,128.027,hip hop; pop
Usher,More - RedOne Jimmy Joker Remix,219986,2010,67,-2.628,0.0543,0.00166,0,125.083,hip hop; pop; R&B
Example,Changed the Way You Kiss Me - Radio Edit,195466,2011,42,-3.78,0.041,0.00548,0.00162,126.979,pop; Dance/Electronic
Black Eyed Peas,Just Can’t Get Enough,219426,2010,76,-8.685,0.179,0.186,0,94.05,hip hop; pop
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,2012,72,-3.078,0.0414,0.055,0,129.884,hip hop; pop; Dance/Electronic
Lykke Li,I Follow Rivers - The Magician Remix,281106,2011,51,-5.737,0.0395,0.0192,0.00118,122.019,pop; Dance/Electronic
Pitbull,Give Me Everything (feat. Ne-Yo; Afrojack & Nayer),252306,2011,81,-3.206,0.161,0.191,0,129.024,hip hop; pop; latin
Selena Gomez & The Scene,Love You Like A Love Song,188453,2011,79,-3.87,0.0469,0.0761,0,117.009,pop; Dance/Electronic
Wiz Khalifa,Black and Yellow,217666,2011,75,-4.524,0.0675,0.0646,0,164.02,hip hop; pop
Katy Perry,E.T.,229573,2012,65,-5.252,0.175,0.0181,0,151.684,pop
Britney Spears,I Wanna Go,210266,2011,66,-6.55,0.0414,0.00379,0.0000038,130.002,pop
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,2011,81,-3.293,0.0976,0.0319,0,89.99,hip hop; pop
Edward Maya,Stereo Love - Radio Edit,184573,2010,66,-3.896,0.0322,0.0346,0.0186,127.041,pop
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,2010,63,-3.982,0.0523,0.0294,0.00000358,125.953,pop; latin
Jeremih,Down On Me,228453,2010,72,-7.783,0.114,0.0369,0,160.041,hip hop; pop; R&B
Sak Noel,Loca People - Radio Edit,215624,2011,49,-3.148,0.0599,0.000915,0.00327,127.998,Dance/Electronic
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,2011,61,-3.951,0.0581,0.14,0,110.621,pop; Dance/Electronic
LMFAO,Sexy And I Know It,199480,2011,67,-4.225,0.316,0.1,0,130.021,hip hop; pop; Dance/Electronic
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,2011,70,-2.944,0.0535,0.0191,0.00000671,131.959,pop; Dance/Electronic
Jessie J,Do It Like A Dude,195240,2011,57,-3.672,0.049,0.0491,0,140.036,hip hop; pop
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,2012,55,-1.131,0.0464,0.0184,0.00792,139.85,pop; Dance/Electronic
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,76,-6.366,0.0391,0.00544,0,131.497,hip hop; pop
Nickelback,When We Stand Together,190786,2011,65,-3.541,0.0489,0.000102,0.0000189,187.961,rock; metal
M83,Midnight City,243960,2011,76,-5.399,0.0393,0.0182,0.0000014,105.013,rock; pop; metal; Dance/Electronic
Britney Spears,Till the World Ends,237946,2011,65,-5.747,0.0665,0.0228,0,131.951,pop
Labrinth,Earthquake (feat. Tinie Tempah),274600,2012,62,-3.966,0.1,0.109,0,153.071,pop
Jason Derulo,Don't Wanna Go Home,206080,2011,63,-4.861,0.0652,0.02,0,121.956,hip hop; pop
Coldplay,Paradise,278719,2011,82,-6.761,0.0268,0.0509,0.0000875,139.631,rock; pop
Katy Perry,Last Friday Night (T.G.I.F.),230746,2012,74,-3.796,0.0415,0.00125,0.0000431,126.03,pop
Adele,Set Fire to the Rain,242973,2011,2,-3.882,0.0249,0.00408,0.00000166,107.995,pop; R&B
Dr. Dre,I Need A Doctor,283733,2011,71,-4.521,0.452,0.0869,0,155.826,hip hop
Lil Wayne,6 Foot 7 Foot,248586,2011,1,-5.429,0.304,0.0007,0,79.119,hip hop; pop
DJ Khaled,I'm On One,296146,2011,70,-3.499,0.318,0.0536,0,149.33,hip hop; pop
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,2011,71,-6.128,0.184,0.0339,0.00000551,146.155,hip hop; pop; R&B
Far East Movement,Rocketeer,211253,2010,61,-6.115,0.0461,0.181,0,96.005,hip hop; pop
The Wanted,Glad You Came,197935,2011,77,-3.873,0.0639,0.0319,0,126.885,pop; Dance/Electronic
Kesha,We R Who We R,204760,2010,71,-4.9,0.0407,0.00987,0.00167,119.95,pop; Dance/Electronic
Kelly Rowland,Motivation,230560,2011,65,-5.589,0.0418,0.187,0.000123,140.889,hip hop; pop; R&B
Rihanna,We Found Love,215226,2011,75,-4.485,0.0383,0.025,0.00138,127.985,hip hop; pop; R&B
Nicole Scherzinger,Don't Hold Your Breath,197440,2011,62,-6.096,0.0262,0.00646,0.000108,110.955,pop; Dance/Electronic
Mann,Buzzin Remix,224333,2011,48,-4.372,0.146,0.0887,0,104.029,hip hop; pop
Chris Brown,Yeah 3x,241666,2011,69,-3.201,0.0445,0.000369,0.00000116,130,hip hop; pop; R&B
Swedish House Mafia,Save The World,213337,2011,65,-7.598,0.0474,0.0144,0,126.879,pop; Dance/Electronic
Kanye West,All Of The Lights,299613,2010,76,-3.284,0.0717,0.0796,0.0000171,142.113,hip hop
Miguel,Sure Thing,195373,2010,78,-8.127,0.1,0.0267,0.000307,81.001,pop; R&B
Diddy - Dirty Money,Coming Home,238693,2010,69,-1.921,0.193,0.158,0,168.001,hip hop; pop; R&B
Rihanna,What's My Name?,263173,2010,66,-2.959,0.069,0.23,0,100.025,hip hop; pop; R&B
Chris Brown,Beautiful People,225881,2019,53,-6.366,0.161,0.0658,0.00431,127.898,hip hop; pop; R&B
Avril Lavigne,What the Hell,220706,2011,74,-3.689,0.0548,0.00472,0.0127,149.976,pop
Professor Green,Read All About It,235735,2011,39,-5.522,0.0434,0.336,0,100.963,Dance/Electronic
Chase & Status,Blind Faith,233666,2011,60,-4.712,0.0472,0.00523,0,140.042,Dance/Electronic
Chip,Champion (feat. Chris Brown),237293,2011,48,-2.914,0.24,0.078,0,190.151,hip hop; Dance/Electronic
Selena Gomez & The Scene,Who Says,195613,2011,76,-2.915,0.0479,0.0843,0,101.019,pop; Dance/Electronic
Rizzle Kicks,Down With The Trumpets,186851,2011,59,-4.689,0.0806,0.087,0,115.057,hip hop
Lady Gaga,Born This Way,260253,2011,72,-5.108,0.161,0.00327,0,123.907,pop
Nicki Minaj,Super Bass,200013,2010,0,-4.339,0.209,0.269,0.00000511,126.991,hip hop; pop
Mac Miller,Donald Trump,165908,2011,61,-7.094,0.118,0.119,0,162.994,hip hop
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,2012,62,-2.125,0.0399,0.0334,0.493,127.941,hip hop; pop; Dance/Electronic
David Guetta,Without You (feat. Usher),208133,2012,70,-3.727,0.0285,0.227,0.00000406,127.884,hip hop; pop; Dance/Electronic
Foster The People,Pumped Up Kicks,239600,2011,82,-5.849,0.0292,0.145,0.115,127.975,rock; pop
Drake,Headlines,235986,2011,74,-7.16,0.106,0.365,0.000353,151.894,hip hop; pop; R&B
Jessie J,Price Tag,223053,2011,73,-3.945,0.182,0.0294,0.00000385,175.015,hip hop; pop
Jason Aldean,Dirt Road Anthem,229413,2010,53,-5.068,0.0352,0.32,0.00000236,127.037,country
Wiz Khalifa,Roll Up,227773,2011,63,-5.473,0.192,0.0524,0,125.358,hip hop; pop
OneRepublic,Good Life,253306,2009,72,-7.804,0.052,0.0771,0,94.988,pop
Bad Meets Evil,Lighters,303813,2011,68,-8.327,0.245,0.352,0,90.268,hip hop; pop
Bruno Mars,The Lazy Song,189109,2010,75,-5.124,0.0699,0.3,0,174.915,pop
Lupe Fiasco,The Show Goes On,239613,2011,70,-3.839,0.115,0.0189,0,143.067,hip hop; pop
James Morrison,I Won't Let You Go,229303,2011,64,-6.427,0.0304,0.229,0,105.955,pop; R&B
Jason Derulo,It Girl,192200,2011,70,-4.736,0.0605,0.0165,0,91.993,hip hop; pop
Adele,Someone Like You,285240,2011,4,-8.251,0.028,0.893,0,135.047,pop; R&B
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,2011,65,-4.523,0.029,0.00112,0.0139,106.254,rock
Keri Hilson,Pretty Girl Rock,243920,2010,67,-5.004,0.246,0.203,0,160.014,pop; R&B
P!nk,F**kin' Perfect,213413,2010,60,-4.788,0.0373,0.0422,0,91.964,pop
Blake Shelton,Honey Bee,210720,2011,50,-5.131,0.0385,0.00167,0.00000149,205.57,country
Lady Gaga,The Edge Of Glory,320546,2011,67,-6.477,0.041,0.000323,0.0162,127.952,pop
Lady A,Just A Kiss,218840,2011,63,-5.826,0.0307,0.446,0,142.881,pop; country
Hot Chelle Rae,Tonight Tonight,200466,2011,73,-4.977,0.119,0.0764,0,99.978,hip hop; pop; rock
Grouplove,Tongue Tied,218013,2011,79,-5.835,0.0439,0.00847,0,112.96,pop; rock; Folk/Acoustic
Coldplay,Every Teardrop Is a Waterfall,240796,2011,69,-6.883,0.0396,0.00194,0.0103,117.98,rock; pop
Beyoncé,Best Thing I Never Had,253746,2011,69,-4.062,0.0324,0.143,0.0000157,99.099,pop; R&B
P!nk,Raise Your Glass,202960,2010,76,-5.006,0.0838,0.0048,0,122.019,pop
Christina Perri,Jar of Hearts,246587,2011,72,-6.142,0.0316,0.726,0,74.541,pop
Bruno Mars,Marry You,230192,2010,75,-4.865,0.0367,0.332,0,144.905,pop
The Band Perry,If I Die Young,222773,2010,64,-6.611,0.0277,0.348,0,130.739,country
Lil Wayne,How To Love,240306,2011,0,-6.093,0.0418,0.000177,0.00000523,153.992,hip hop; pop
Charlene Soraia,Wherever You Will Go,197577,2011,60,-9.217,0.0334,0.82,0.000215,111.202,pop
Christina Perri,A Thousand Years,285120,2011,70,-7.445,0.0267,0.309,0.000961,139.028,pop
Rihanna,We Found Love,215226,2011,75,-4.485,0.0383,0.025,0.00138,127.985,hip hop; pop; R&B
Carly Rae Jepsen,Call Me Maybe,193400,2012,78,-6.548,0.0408,0.0114,0.00000228,120.021,pop; Dance/Electronic
fun.,We Are Young (feat. Janelle Monáe),250626,2012,76,-5.576,0.075,0.02,0.0000766,184.086,rock; pop
Sean Paul,She Doesn't Mind,227786,2012,70,-5.208,0.0693,0.000624,0.0000053,120.015,hip hop; pop
Pitbull,International Love (feat. Chris Brown),227280,2011,74,-3.035,0.0499,0.0124,0,120.05,hip hop; pop; latin
DEV,In The Dark,226226,2012,52,-4.231,0.0672,0.00358,0.000921,124.954,pop; Dance/Electronic
Adele,Skyfall,286480,2012,74,-6.864,0.0282,0.417,0,75.881,pop; R&B
David Guetta,Turn Me On (feat. Nicki Minaj),199680,2012,65,-2.266,0.0591,0.0488,0,127.96,hip hop; pop; Dance/Electronic
Rihanna,Where Have You Been,242680,2011,71,-6.34,0.0916,0.00201,0.0204,127.963,hip hop; pop; R&B
JAY-Z,Ni**as In Paris,219333,2011,82,-5.542,0.311,0.127,0,140.022,hip hop
Maroon 5,One More Night,219546,2012,74,-3.435,0.0314,0.0558,0,92.997,pop
Skrillex,Bangarang (feat. Sirah),215253,2011,70,-2.302,0.196,0.0145,0.0000322,110.026,hip hop; pop; Dance/Electronic
The Wanted,Chasing The Sun,198800,2012,69,-6.209,0.0965,0.244,0,128.108,pop; Dance/Electronic
Flo Rida,Whistle,224653,2012,77,-5.746,0.0453,0.0208,0,103.976,hip hop; pop
will.i.am,This Is Love,279026,2013,62,-3.446,0.0445,0.00473,0,128.954,hip hop; pop
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,2012,66,-2.634,0.0655,0.0841,0.00000782,129.973,hip hop; pop; Dance/Electronic
Nicki Minaj,Pound The Alarm,205640,2012,64,-3.686,0.0609,0.0403,0.00000409,125.055,hip hop; pop
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,2012,63,-7.745,0.404,0.123,0.0000269,74.132,hip hop
MARINA,Primadonna,221075,2012,78,-2.671,0.0337,0.0884,0,127.98,pop; Dance/Electronic
Kanye West,Mercy,329320,2012,73,-9.381,0.406,0.0685,0.000058,139.993,hip hop
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,2012,58,-1.569,0.0431,0.00656,0.00058,175.017,pop; Dance/Electronic
LMFAO,Sexy And I Know It,199480,2011,67,-4.225,0.316,0.1,0,130.021,hip hop; pop; Dance/Electronic
PSY,Gangnam Style (강남스타일),219493,2012,72,-2.871,0.286,0.00417,0,132.067,pop
Kesha,Die Young,211920,2012,78,-4.805,0.046,0.00498,0.000125,128.001,pop; Dance/Electronic
Usher,Scream,234693,2012,66,-5.18,0.0973,0.00117,0,127.992,hip hop; pop; R&B
Olly Murs,Troublemaker (feat. Flo Rida),185586,2012,0,-3.689,0.0565,0.015,0,106.008,pop; Dance/Electronic
Linkin Park,BURN IT DOWN,230253,2012,73,-4.45,0.0534,0.0143,0,110.006,rock; metal
Bruno Mars,Locked out of Heaven,233478,2012,85,-4.165,0.0431,0.049,0,143.994,pop
Avicii,Levels - Radio Edit,199906,2011,77,-5.941,0.0343,0.0462,0.828,126.04,pop; Dance/Electronic
Flo Rida,Good Feeling,248133,2012,76,-4.444,0.0688,0.0588,0.00286,128.011,hip hop; pop
Rihanna,Diamonds,225146,2012,75,-4.92,0.0461,0.00125,0,91.972,hip hop; pop; R&B
Wiz Khalifa,Work Hard; Play Hard,219026,2012,62,-4.475,0.0485,0.0409,0.0000191,140.008,hip hop; pop
Katy Perry,Part Of Me,216160,2012,73,-4.63,0.0355,0.000417,0,130.028,pop
Nicki Minaj,Starships,210626,2012,75,-2.457,0.075,0.135,0,125.008,hip hop; pop
Kendrick Lamar,m.A.A.d city,350120,2012,67,-6.815,0.271,0.0538,0.00000407,91.048,hip hop
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,2012,0,-6.366,0.0547,0.187,0.0001,119.012,pop
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,2011,68,-3.85,0.0482,0.00225,0.00412,126.092,rock; pop; Dance/Electronic
Azealia Banks,212,204956,2014,0,-5.761,0.258,0.0145,0.00012,126.017,hip hop; pop; R&B
Maroon 5,Payphone,231173,2012,82,-4.813,0.0414,0.0188,0,110.015,pop
James Arthur,Impossible,209440,2013,75,-4.782,0.0933,0.135,0,169.533,pop
Michel Teló,Ai Se Eu Te Pego - Live,166866,2012,0,-4.55,0.0692,0.357,0,96.055,country; latin
Otto Knows,Million Voices - Radio Edit,192866,2012,0,-6.298,0.041,0.0022,0.0223,125.946,pop; Dance/Electronic
Icona Pop,I Love It,156773,2012,51,-2.686,0.0296,0.00828,0.0000134,125.953,pop; Dance/Electronic
Tyga,Rack City,203200,2012,61,-10.881,0.371,0.0373,0.0000196,98.986,hip hop; pop
Calvin Harris,Feel So Close - Radio Edit,206413,2012,79,-2.842,0.031,0.000972,0.00703,127.937,hip hop; pop; Dance/Electronic
Jennifer Lopez,Dance Again,237266,2012,0,-5.242,0.0696,0.0158,0.00000279,127.974,hip hop; pop; R&B
Grimes,Oblivion,251266,2012,0,-8.838,0.0338,0.115,0.901,155.974,pop; rock; Dance/Electronic
Adele,Rumour Has It,223266,2011,0,-5.014,0.0445,0.617,0,120.052,pop; R&B
Coldplay,Paradise,278719,2011,82,-6.761,0.0268,0.0509,0.0000875,139.631,rock; pop
Chris Brown,Turn Up the Music,227973,2012,64,-5.792,0.102,0.000238,0.00000222,129.925,hip hop; pop; R&B
Frank Ocean,Lost,234093,2012,64,-4.892,0.226,0.0272,0.000503,123.061,hip hop; pop; R&B
Calvin Harris,Let's Go (feat. Ne-Yo),232800,2012,66,-2.932,0.0595,0.00777,0.00771,128.016,hip hop; pop; Dance/Electronic
The Script,Hall of Fame (feat. will.i.am),202533,2012,78,-4.343,0.0564,0.0654,0,84.786,pop; rock
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,2012,76,-3.145,0.0509,0.112,0,129.042,pop; Dance/Electronic
MARINA,How to Be a Heartbreaker,221493,2012,50,-4.696,0.0506,0.0142,0,140.05,pop; Dance/Electronic
Justin Bieber,Boyfriend,171333,2012,63,-6.019,0.0519,0.0358,0.00198,96.979,pop
David Guetta,Titanium (feat. Sia),245040,2012,79,-3.674,0.103,0.0679,0.15,126.062,hip hop; pop; Dance/Electronic
Jessie J,Domino,231840,2011,74,-4.568,0.034,0.0117,0,126.986,hip hop; pop
Taylor Swift,I Knew You Were Trouble.,219720,2012,59,-6.798,0.0363,0.00454,0.00000225,77.019,pop
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,2012,61,-7.471,0.108,0.0166,0,127.839,hip hop; pop
P!nk,Try,247906,2012,76,-7.079,0.03,0.00144,0,103.998,pop
Robbie Williams,Candy,201053,2012,68,-6.63,0.0414,0.0368,0,116.043,pop; rock
